,causal_strain,causal_date,causal_lineage,node,max_descendant_samples,num_parents,total_cost,is_hmm_mutation_consistent,is_arg_hmm_path_identical,is_arg_hmm_path_length_consistent,is_path_length_consistent,is_parent_lineage_consistent,num_mutations,interval_left,interval_right,mrca,mrca_date
1228,USA/TX-HMH-MCoV-27105/2021,2021-02-22,B.1,431625,1,2,10,True,True,True,True,True,7,17679,23604,21563,2020-03-22
1229,Switzerland/SO-ETHZ-630104/2021,2021-05-14,B.1.1.7,1140841,1,2,12,True,True,True,True,True,9,23064,23604,179,2020-02-20
1230,Turkey/HSGM-1608/2021,2021-01-21,B.1.1,250220,1,2,13,True,True,True,True,True,10,23272,23604,179,2020-02-20
1231,USA/NY-PRL-2021_03_17_00B07/2021,2021-03-15,B.1.526,578732,8,2,11,True,True,True,True,False,8,23013,23604,179,2020-02-20
1232,Belgium/AZDelta02939-2107R/2021,2021-02-12,B,363978,19,2,5,True,True,True,True,True,2,23064,23604,179,2020-02-20
1233,Turkey/HSGM-1326/2021,2021-01-19,B.1.1,242662,2,2,9,True,True,True,True,False,6,23272,23604,179,2020-02-20
1234,SriLanka/CQ104596/2021,2021-02-26,B.1.1.7,458174,1,2,7,True,True,True,True,True,4,23272,23604,179,2020-02-20
1235,USA/DE-DHSS-FLW00750472/2021,2021-01-29,B.1.243,290838,2,2,6,True,True,True,True,True,3,18560,23611,139458,2020-11-17
1236,Netherlands/NH-RIVM-32124/2021,2021-04-24,B.1.617.1,961422,2,2,4,True,True,True,True,True,1,23013,23623,710382,2021-01-23
1237,USA/KS-CDC-LC0059671/2021,2021-05-12,B.1.1,1128024,1,2,7,True,True,True,True,True,4,22996,23625,5867,2020-02-22
1238,USA/IL-CDC-LC0048728/2021,2021-04-13,P.1,857643,18,2,8,True,False,True,True,False,5,22212,23625,260431,2021-01-22
1239,Sweden/3273557490/2021,2021-06-01,B.1.1.7,1257339,1,2,4,True,True,True,True,True,1,11297,23625,64513,2020-09-14
1240,Turkey/HSGM-B18336/2021,2021-06-23,B.1.617,1394644,2,2,6,True,True,True,True,True,3,23064,23635,179,2020-02-20
1241,England/MILK-AC83F2/2020,2020-10-21,B.1.177.54,64752,33,2,4,True,True,True,True,True,1,20179,23644,24983,2020-08-13
1242,SriLanka/CMC118892/2021,2021-06-11,AY.28,1322828,1,2,7,True,True,True,True,True,4,23605,23663,179,2020-02-20
1243,USA/IL-CDC-LC0060557/2021,2021-05-10,P.1,1110223,1,2,7,True,True,True,True,True,4,23605,23664,179,2020-02-20
1244,Bangladesh/BCSIR-NILMRC-773/2021,2021-05-19,B.1,1173376,1,2,13,True,True,True,True,False,10,22814,23664,179,2020-02-20
1245,USA/MD-CDC-LC0058178/2021,2021-05-06,B.1.1.7,1077813,1,2,6,True,True,True,True,True,3,23605,23664,179,2020-02-20
1246,USA/NY-PRL-2021_0407_00A02/2021,2021-04-05,B.1,776056,1,2,7,True,True,True,True,False,4,21109,23664,179,2020-02-20
1247,USA/NY-PRL-2021_03_29_02C06/2021,2021-03-27,B.1.526,691497,5,2,5,True,True,True,True,True,2,23272,23664,179,2020-02-20
1248,USA/NJ-CDC-LC0036348/2021,2021-03-28,B.1.526,696974,1,2,7,True,True,True,True,True,4,23013,23664,150407,2020-09-30
1249,USA/PA-CDC-LC0051000/2021,2021-04-21,B.1.533,938160,1,2,7,True,True,True,True,False,4,23605,23664,179,2020-02-20
1250,Poland/PZH-NIZP-0239/2021,2021-06-07,B.1.1.7,1298111,1,2,6,True,True,True,True,False,3,23605,23707,373749,2020-08-19
1251,Austria/CeMM3915/2021,2021-02-09,B.1.1.7,342433,2,2,8,True,True,True,True,True,5,5987,23708,64513,2020-09-14
1252,USA/NM-CDC-LC0059309/2021,2021-05-09,P.1,1097536,1,2,4,True,True,True,True,False,1,21138,23709,179,2020-02-20
1253,USA/KY-CDC-LC0058712/2021,2021-05-07,P.1.10,1086779,1,2,3,True,True,True,True,True,0,21615,23709,179,2020-02-20
1254,USA/WI-CDC-LC0060589/2021,2021-05-08,B.1.1.7,1093862,1,2,4,True,True,True,True,False,1,15280,23709,64513,2020-09-14
1255,USA/KY-CDC-LC0064951/2021,2021-05-18,P.1,1171555,1,2,8,True,True,True,True,True,5,23665,23709,179,2020-02-20
1256,SriLanka/CDR51/2021,2021-04-22,B.1.1.7,944702,3,2,5,True,True,True,True,True,2,21891,23709,77527,2020-09-24
1257,USA/KS-CDC-LC0059435/2021,2021-05-07,P.1.13,1086746,1,2,5,True,True,True,True,True,2,21615,23709,179,2020-02-20
1258,USA/VA-CDC-LC0053703/2021,2021-04-27,B.1.1.7,994895,1,2,8,True,True,True,True,True,5,23521,23709,43626,2020-08-29
1259,USA/IN-CDC-LC0046939/2021,2021-04-12,B.1.1.7,844417,7,2,5,True,True,True,True,True,2,17616,23709,67434,2020-10-04
1260,USA/NC-CDC-LC0043110/2021,2021-04-07,B.1.526,797986,4,2,7,True,True,True,True,False,4,23013,23709,179,2020-02-20
1261,USA/CA-CDC-LC0056510/2021,2021-05-03,B.1.1.7,1046364,2,2,6,True,True,True,True,True,3,23665,23709,179,2020-02-20
1262,USA/FL-CDC-LC0040260/2021,2021-04-06,P.1,785304,1,2,9,True,True,True,True,True,6,23605,23709,179,2020-02-20
1263,USA/OH-CDC-LC0048854/2021,2021-04-15,B.1.1.7,881111,2,2,4,True,True,True,True,True,1,23272,23709,179,2020-02-20
1264,USA/NJ-CDC-LC0041293/2021,2021-04-11,P.1.10,831676,25,2,7,True,True,True,True,True,4,13330,23709,179,2020-02-20
1265,USA/WI-CDC-LC0041405/2021,2021-04-11,B.1.1.7,832457,2,2,5,True,True,True,True,True,2,21847,23709,64513,2020-09-14
1266,USA/FL-CDC-LC0052164/2021,2021-04-20,B.1.1.7,925374,1,2,4,True,True,True,True,True,1,22048,23709,64513,2020-09-14
1267,USA/NH-CDC-LC0048405/2021,2021-04-17,B.1.637,896683,1,2,6,True,True,True,True,False,3,23114,23709,169393,2020-12-21
1268,USA/NC-CDC-LC0043155/2021,2021-04-09,B.1.1,818007,1,2,11,True,True,True,True,True,8,23605,23709,179,2020-02-20
1269,USA/OH-CDC-LC0049171/2021,2021-04-14,B.1.2,871462,1,2,8,True,True,True,True,True,5,23594,23709,179,2020-02-20
1270,USA/FL-CDC-LC0032241/2021,2021-03-26,B.1.1.7,682765,14,2,6,True,True,True,True,True,3,23272,23709,179,2020-02-20
1271,USA/WI-CDC-LC0032826/2021,2021-03-17,B.1.2,600209,2,2,9,True,True,True,True,True,6,23605,23709,179,2020-02-20
1272,India/ILSGS00947/2021,2021-03-23,B.1,648024,3,2,8,True,True,True,True,False,5,23272,23709,179,2020-02-20
1273,USA/NY-PRL-2021_0414_00H15/2021,2021-04-12,B.1.526,846354,1,2,6,True,True,True,True,True,3,23605,23709,179,2020-02-20
1274,USA/FL-CDC-LC0041314/2021,2021-04-12,R.1,843643,3,2,7,True,True,True,True,False,4,23249,23709,179,2020-02-20
1275,USA/NH-CDC-LC0048096/2021,2021-04-16,B.1.526,889955,1,2,4,True,True,True,True,True,1,23013,23731,154345,2020-12-14
1276,Sweden/20401145P/2021,2021-06-09,B.1.1.7,1313696,1,2,4,True,True,True,True,False,1,11297,23865,64513,2020-09-14
1277,Poland/NIPH-NIH_ECDC-6032/2021,2021-05-08,B.1.1.7,1091672,2,2,5,True,True,True,True,False,2,23355,24034,178815,2020-12-26
1278,Sweden/101581857/2021,2021-06-12,B.1.617.2,1326161,1,2,11,True,True,True,True,True,8,23988,24110,591284,2021-02-27
1279,USA/MA-CDC-LC0040867/2021,2021-04-06,B.1.623,786004,4,2,7,True,True,True,True,True,4,23710,24124,179,2020-02-20
1280,USA/OH-CDC-LC0064952/2021,2021-05-18,B.1,1172218,2,2,7,True,True,True,True,True,4,23272,24138,179,2020-02-20
1281,USA/MA-CDC-IBX767719871149/2021,2021-05-07,B.1.637,1086809,1,2,10,True,True,True,True,True,7,23710,24138,179,2020-02-20
1282,USA/MA-CDC-LC0048150/2021,2021-04-15,B.1,879686,1,2,5,True,True,True,True,True,2,22993,24138,179,2020-02-20
1283,USA/WA-CDC-UW21042769409/2021,2021-04-27,B.1.1.7,995010,1,2,9,True,True,True,True,True,6,23710,24138,179,2020-02-20
1284,India/WB-1970400173335/2021,2021-03-17,B.1.1.216,595044,1,2,9,True,True,True,True,True,6,23803,24138,99184,2020-07-04
1285,USA/FL-CDC-LC0037876/2021,2021-03-31,B.1.1.519,729520,1,2,8,True,True,True,True,True,5,23605,24138,179,2020-02-20
1286,Bangladesh/IEDCR-OIS-252/2021,2021-06-20,B.1.617.2,1366286,1,2,11,True,True,True,True,True,8,20149,24298,1130225,2021-03-31
1287,England/ALDP-A95E93/2020,2020-10-19,B.1.177,61577,1,2,3,True,True,True,True,True,0,21615,24334,23479,2020-07-06
1288,USA/CA-LACPHL-AF00072/2020,2020-12-21,B.1.429,149945,1,2,11,True,True,True,True,False,8,23594,24349,179,2020-02-20
1289,Israel/CVL-574ngs/2020,2020-12-29,B.1,166546,1,2,7,True,True,True,True,False,4,20600,24358,247,2020-02-25
1290,USA/NY-PRL-2021_03_05_00D08/2021,2021-03-02,B.1,484060,1,2,7,True,True,True,True,False,4,23605,24368,1484,2020-03-08
1291,India/TN-Seq_950_S35_R1_001/2021,2021-05-01,B.1.617,1026815,1,2,12,True,True,True,True,True,9,23013,24406,5868,2020-02-21
1292,Italy/CAM-TIGEM-IZSM-COLLI-6017/2021,2021-03-18,B.1.177,605141,1,2,5,True,True,True,True,True,2,23710,24418,179,2020-02-20
1293,USA/NC-CDC-LC0050180/2021,2021-04-21,B.1.526,937523,1,2,5,True,True,True,True,True,2,20593,24432,369891,2020-12-13
1294,USA/NH-CDC-LC0032406/2021,2021-03-22,B.1.568,641947,1,2,10,True,True,True,True,True,7,23013,24432,6502,2020-03-10
1295,USA/NY-PRL-03_10_00A12/2021,2021-03-05,B.1.526,506816,1,2,8,True,True,True,True,True,5,23665,24432,150407,2020-09-30
1296,USA/NY-PRL-2021_03_01_01I07/2021,2021-02-27,B.1.526,464361,5,2,3,True,True,True,True,False,0,8810,24432,370141,2020-08-17
1297,USA/MD-CDC-LC0066834/2021,2021-05-18,B.1.1.7,1171750,1,2,5,True,True,True,True,True,2,22228,24506,67434,2020-10-04
1298,USA/IL-CDC-LC0078290/2021,2021-06-16,B.1.1,1348452,1,2,5,True,True,True,True,True,2,16177,24506,43626,2020-08-29
1299,USA/NC-CDC-LC0063580/2021,2021-05-13,B.1.1,1135076,1,2,7,True,True,True,True,False,4,23710,24506,179,2020-02-20
1300,USA/WV-CDC-LC0059110/2021,2021-05-05,B.1.533,1069717,1,2,7,True,True,True,True,True,4,23710,24506,179,2020-02-20
1301,USA/FL-CDC-LC0063595/2021,2021-05-14,B.1,1141454,1,2,4,True,True,True,True,True,1,23665,24506,179,2020-02-20
1302,USA/NJ-CDC-LC0070195/2021,2021-06-01,B.1.1.7,1258164,1,2,7,True,True,True,True,True,4,23710,24506,179,2020-02-20
1303,USA/FL-CDC-ASC210109097/2021,2021-06-08,B.1.1.7,1307885,1,2,11,True,True,True,True,True,8,23064,24506,67434,2020-10-04
1304,USA/NY-PRL-2021_03_17_00P09/2021,2021-03-15,B.1.1.7,578788,1,2,8,True,True,True,True,True,5,23272,24506,43626,2020-08-29
1305,USA/PA-CDC-LC0063361/2021,2021-05-17,B.1.1.7,1163818,1,2,6,True,True,True,True,True,3,23710,24506,179,2020-02-20
1306,USA/AK-PHL9122/2021,2021-05-19,B.1.1.7,1178236,1,2,8,True,True,True,True,True,5,23064,24506,67434,2020-10-04
1307,Spain/CT-HUVH-87656/2021,2021-02-17,B.1.1.7,400195,4,2,11,True,True,True,True,True,8,23272,24506,73582,2020-10-29
1308,Switzerland/ZH-ETHZ-580028/2021,2021-04-09,B.1.1.7,815542,1,2,11,True,True,True,True,False,8,23272,24506,64513,2020-09-14
1309,USA/NY-PRL-2021_03_11_00A12/2021,2021-03-09,B.1,532596,1,2,6,True,True,True,True,False,3,23605,24506,179,2020-02-20
1310,Ireland/WW-NVRL-e84IRL93031/2021,2021-02-01,B.1.1.7,305220,16,2,4,True,True,True,True,True,1,18176,24506,179,2020-02-20
1311,USA/TX-CDC-LC0064724/2021,2021-05-19,Q.3,1179594,1,2,6,True,True,True,True,False,3,22095,24616,179,2020-02-20
1312,Spain/CT-HUVH-E02252/2021,2021-06-26,P.1,1415892,2,2,8,True,True,True,True,True,5,15280,24616,211623,2020-12-23
1313,Germany/HE-RKI-I-179341/2021,2021-06-07,B.1.1.7,1297183,1,2,20,True,True,True,True,True,17,20461,24677,65357,2020-09-03
1314,Slovenia/17-031887-CE/2021,2021-03-23,B.1.258.17,649614,2,2,4,True,True,True,True,True,1,22329,24757,267224,2021-01-25
1315,England/LOND-12E91D8/2020,2020-12-30,B.1.177,168435,2,2,9,True,True,True,True,True,6,23710,24769,179,2020-02-20
1316,France/IDF-IPP14169/2021,2021-06-10,B.1.1.318,1316879,6,2,6,True,True,True,True,True,3,22335,24770,1285681,2021-03-08
1317,India/AP-CCMB-CIA1932/2021,2021-05-05,B.1.617,1064028,2,2,6,True,True,True,True,True,3,22918,24775,179,2020-02-20
1318,India/TG-CCMB-CIA1291/2021,2021-04-23,B.1.617.1,952822,1,2,10,True,True,True,True,True,7,21896,24775,550086,2021-02-17
1319,England/MILK-156C77E/2021,2021-05-05,B.1.617.3,1062013,1,2,6,True,True,True,True,True,3,21619,24775,507488,2020-10-06
1320,England/CAMC-13AFFF1/2021,2021-03-09,B.1.617.1,526353,36,2,4,True,True,True,True,True,1,17339,24775,525040,2020-12-09
1321,Germany/un-RKI-I-140016/2021,2021-05-03,B.1.1.7,1043371,1,2,5,True,True,True,True,True,2,23609,24784,43626,2020-08-29
1322,Brazil/SP-IB_111392/2021,2021-05-17,P.1.14,1152461,1,2,6,True,True,True,True,True,3,24746,24865,211623,2020-12-23
1323,Germany/BW-RKI-I-038988/2021,2021-02-26,B.1,456646,1,2,13,True,True,True,True,True,10,24817,24910,179,2020-02-20
1324,Japan/IC-0370/2020,2020-12-01,B.1.222,112252,1,2,4,True,True,True,True,False,1,22226,24910,179,2020-02-20
1325,Poland/PZH-GUM-1520/2021,2021-05-28,P.1.1,1231835,3,2,6,True,True,True,True,True,3,23639,24914,260431,2021-01-22
1326,USA/NC-CDC-LC0078222/2021,2021-06-20,B.1.1.7,1369799,1,2,6,True,True,True,True,True,3,19391,24914,43626,2020-08-29
1327,Spain/CT-HUVH-E03757/2021,2021-05-18,B.1.1.7,1170220,1,2,4,True,True,True,True,True,1,17616,24914,64512,2020-09-30
1328,USA/PA-CDC-LC0055857/2021,2021-04-28,B.1,1004178,2,2,7,True,True,True,True,True,4,24507,24914,179,2020-02-20
1329,USA/TX-CDC-LC0059748/2021,2021-05-10,B.1,1111777,1,2,8,True,True,True,True,True,5,23272,24914,43626,2020-08-29
1330,Spain/CT-BST9961047737/2021,2021-04-14,B.1.1.7,866691,1,2,6,True,True,True,True,True,3,24507,24914,64513,2020-09-14
1331,USA/GA-CDC-LC0048488/2021,2021-04-18,B.1.1.7,901349,1,2,7,True,True,True,True,True,4,15280,24914,43626,2020-08-29
1332,USA/NJ-CDC-ASC210056193/2021,2021-04-11,B.1.1.7,831593,1,2,9,True,True,True,True,False,6,24503,24914,179,2020-02-20
1333,USA/NM-CDC-LC0059998/2021,2021-05-14,B.1.1.7,1142135,1,2,4,True,True,True,True,True,1,21722,24914,179,2020-02-20
1334,USA/TX-HMH-MCoV-43580/2021,2021-04-27,B.1.1.7,994843,3,2,7,True,True,True,True,False,4,23710,24914,179,2020-02-20
1335,USA/PA-CDC-LC0038906/2021,2021-03-29,B.1.1,709659,33,2,9,True,True,True,True,False,6,24507,24914,179,2020-02-20
1336,Spain/GA-SCQ-484348/2021,2021-04-26,B.1.1.7,978631,1,2,7,True,True,True,True,True,4,23710,24914,179,2020-02-20
1337,USA/CA-CDC-QDX23916494/2021,2021-04-13,B.1.526,856300,8,2,4,True,True,True,True,True,1,24425,24914,179,2020-02-20
1338,USA/NY-PRL-2021_03_15_01D13/2021,2021-03-13,B.1,562746,1,2,7,True,True,True,True,True,4,24507,24914,179,2020-02-20
1339,USA/FL-CDC-LC0047458/2021,2021-04-14,B.1,868583,1,2,6,True,True,True,True,False,3,16501,24914,179,2020-02-20
1340,USA/VA-CDC-LC0047579/2021,2021-04-15,B.1.1,881618,2,2,4,True,True,True,True,True,1,15280,24914,43626,2020-08-29
1341,Italy/CAM-AMES-63-22/2021,2021-03-15,B.1.1,574631,1,2,7,True,True,True,True,True,4,24507,24914,179,2020-02-20
1342,USA/NY-PRL-2021_03_01_01O22/2021,2021-02-28,B.1.637,468367,1,2,6,True,True,True,True,True,3,24507,24914,179,2020-02-20
1343,Turkey/HSGM-9094/2021,2021-03-08,B.1.1.1,522498,1,2,15,True,True,True,True,True,12,20704,24914,179,2020-02-20
1344,Switzerland/SO-ETHZ-550826/2021,2021-03-19,B.1.1.7,615410,1,2,18,True,True,True,True,True,15,24507,24914,179,2020-02-20
1345,Spain/CT-HUVH-46342/2021,2021-02-25,B.1.1.7,451891,1,2,8,True,True,True,True,True,5,24507,24914,67434,2020-10-04
1346,India/TG-CCMB-BO847/2021,2021-04-12,B.1,839998,7,2,4,True,True,True,True,False,1,23064,24914,1,2019-12-26
1347,USA/NY-PRL-2021_03_15_00K22/2021,2021-03-12,B.1,556782,7,2,5,True,True,True,True,False,2,23605,24914,179,2020-02-20
1348,Spain/CT-HUVH-67611/2021,2021-02-25,B.1.1.7,451896,1,2,3,True,True,True,True,False,0,15325,24914,64513,2020-09-14
1349,Netherlands/ZH-RIVM-12950/2021,2021-01-29,B.1.1,289762,5,2,11,True,True,True,True,True,8,24507,24914,179,2020-02-20
1350,Germany/BW-RKI-I-023028/2021,2021-02-25,B.1.1.7,449743,3,2,6,True,True,True,True,True,3,23272,24914,64513,2020-09-14
1351,England/ALDP-186F3FC/2021,2021-06-30,AY.5,1447083,1,2,4,True,True,True,True,True,1,18256,24928,694601,2021-03-08
1352,USA/MN-UMGC-4324/2021,2021-06-21,B.1.617.2,1377386,3,2,14,True,True,True,True,False,11,19221,24928,591284,2021-02-27
1353,England/BIRM-653F1/2020,2020-09-30,B.1.177,43162,1,2,5,True,True,True,True,True,2,11523,25049,23479,2020-07-06
1354,USA/WA-S6012/2021,2021-03-26,B.1.1.7,684899,17,2,5,True,True,True,True,True,2,24507,25069,52294,2020-09-07
1355,USA/VA-CDC-LC0043185/2021,2021-04-08,B.1.1.7,809696,7,2,10,True,True,True,True,True,7,24507,25072,179,2020-02-20
1356,USA/LA-CDC-LC0032351/2021,2021-03-26,B.1.1.7,683252,3,2,6,True,True,True,True,True,3,24915,25072,179,2020-02-20
1357,USA/WI-UW-2559/2020,2020-12-29,B.1.509,167238,1,2,10,True,True,True,True,True,7,18487,25081,1484,2020-03-08
1358,USA/NM-CDC-LC0060163/2021,2021-05-13,P.1,1135215,1,2,11,True,True,True,True,False,8,24643,25088,179,2020-02-20
1359,USA/OH-CDC-LC0059149/2021,2021-05-04,P.1,1059264,1,2,3,True,True,True,True,False,0,23605,25088,260431,2021-01-22
1360,USA/IL-CDC-LC0048826/2021,2021-04-17,P.1,895810,2,2,9,True,True,True,True,False,6,22133,25088,179,2020-02-20
1361,USA/MA-CDC-LC0048398/2021,2021-04-17,P.1,896018,1,2,6,True,True,True,True,False,3,22842,25088,179,2020-02-20
1362,USA/CO-CDC-LC0058764/2021,2021-05-03,P.1,1046549,2,2,6,True,True,True,True,False,3,23526,25088,260432,2021-01-05
1363,Ecuador/USFQ-1335/2021,2021-05-05,B.1,1061270,3,2,5,True,True,True,True,False,2,23064,25088,938931,2020-08-08
1364,USA/IN-CDC-LC0048430/2021,2021-04-15,P.1,879512,3,2,4,True,True,True,True,True,1,24643,25088,211623,2020-12-23
1365,USA/IL-CDC-LC0067367/2021,2021-05-22,B.1.1.7,1195435,1,2,9,True,True,True,True,True,6,21124,25096,64513,2020-09-14
1366,USA/NC-CDC-LC0047265/2021,2021-04-14,B.1.526,870679,2,2,7,True,True,True,True,True,4,22321,25135,136730,2020-12-16
1367,USA/CA-CDC-FG-019423/2021,2021-04-02,B.1.1.7,748468,1,2,3,True,True,True,True,True,0,20579,25166,43626,2020-08-29
1368,SouthAfrica/Tygerberg-458/2020,2020-12-07,B.1.351,118957,1,2,7,True,True,True,True,True,4,22206,25171,80155,2020-10-05
1369,USA/UT-UPHL-2103305580/2021,2021-03-05,B.1.1.7,507102,1,2,5,True,True,True,True,False,2,17534,25174,64513,2020-09-14
1370,Greece/14415/2021,2021-06-02,AZ.2,1263132,1,2,15,True,True,True,True,True,12,23944,25218,624927,2021-03-15
1371,Greece/14416/2021,2021-06-02,AZ.2,1263134,2,2,16,True,True,True,True,True,13,23944,25218,591181,2021-03-08
1372,USA/AR-CDC-LC0043779/2021,2021-04-04,B.1.1.7,761567,11,2,7,True,True,True,True,True,4,23605,25218,64513,2020-09-14
1373,USA/NY-PRL-2021_03_15_01F17/2021,2021-03-13,B.1.1,562786,3,2,6,True,True,True,True,False,3,20263,25314,169770,2020-12-24
1374,CzechRepublic/CSQ0085/2021,2021-06-26,B.1.1.7,1410564,1,2,12,True,True,True,True,True,9,14193,25324,1271495,2021-05-28
1375,CzechRepublic/CSQ0039/2021,2021-06-17,B.1.1.7,1350124,1,2,9,True,True,True,True,False,6,21856,25324,1324211,2021-05-02
1376,CzechRepublic/CSQ0022/2021,2021-06-11,B.1.1.7,1320317,1,2,7,True,True,True,True,True,4,25070,25324,178815,2020-12-26
1377,Mexico/QUE-InDRE_FB16884_S3066/2021,2021-06-04,B.1.1.7,1277687,1,2,4,True,True,True,True,False,1,25337,25337,64513,2020-09-14
1378,USA/NY-PRL-2021_03_12_00F14/2021,2021-03-10,B.1.526,541501,1,2,6,True,True,True,True,True,3,22918,25413,6502,2020-03-10
1379,USA/TN-CDC-LC0058640/2021,2021-05-07,P.1,1087975,3,2,6,True,True,True,True,True,3,22946,25437,260431,2021-01-22
1380,USA/NY-PRL-2021_03_12_00H20/2021,2021-03-10,B.1,541560,1,2,5,True,True,True,True,True,2,24920,25437,179,2020-02-20
1381,Botswana/R19B75_BHP_000530214/2021,2021-06-23,B.1,1388362,1,2,10,True,True,True,True,True,7,23665,25469,5868,2020-02-21
1382,India/TG-CCMB-CIA4850/2021,2021-06-03,B.1.617,1269980,17,2,3,True,True,True,True,True,0,21619,25469,179,2020-02-20
1383,Turkey/HSGM-B18352/2021,2021-06-23,B.1,1394657,1,2,5,True,True,True,True,True,2,23605,25469,179,2020-02-20
1384,Switzerland/ZH-ETHZ-260008/2020,2020-08-21,B.1.1.189,26720,288,2,10,True,True,True,True,True,7,12824,25471,5867,2020-02-22
1385,Germany/NW-RKI-I-160443/2021,2021-05-13,B.1.1.7,1131656,2,2,3,True,True,True,True,True,0,24396,25485,43626,2020-08-29
1386,Spain/CT-HUGTiPR005TQ1H5/2021,2021-02-10,B.1.177,353817,1,2,6,True,True,True,True,True,3,15628,25487,23479,2020-07-06
1387,England/205141216/2020,2020-12-16,B,135228,1,2,15,True,True,True,True,True,12,25441,25487,1,2019-12-26
1388,USA/IL-CDC-LC0060752/2021,2021-05-09,B.1.1.7,1097060,1,2,8,True,True,True,True,True,5,23855,25489,168094,2020-12-30
1389,England/QEUH-A9F619/2020,2020-10-20,B.1,62804,2,2,3,True,True,True,True,True,0,22993,25505,179,2020-02-20
1390,SriLanka/CW103259/2021,2021-02-24,B.1,443730,1,2,5,True,True,True,True,True,2,25038,25513,6502,2020-03-10
1391,Israel/SMC-7005508/2021,2021-06-30,AY.122.1,1450022,1,2,6,True,True,True,True,True,3,23935,25516,1061899,2021-05-05
1392,USA/GA-CDC-LC0048373/2021,2021-04-17,B.1.533,895679,2,2,4,True,True,True,True,True,1,24915,25517,179,2020-02-20
1393,USA/CO-CDC-FG-027886/2021,2021-04-22,B.1.1.135,945742,2,2,3,True,True,True,True,True,0,24433,25517,179,2020-02-20
1394,USA/NY-PRL-2021_03_29_01O24/2021,2021-03-27,B.1.1,691470,1,2,4,True,True,True,True,True,1,25127,25517,154345,2020-12-14
1395,USA/NY-PRL-2021_0414_00E19/2021,2021-04-12,B.1.1,846298,2,2,5,True,True,True,True,True,2,24915,25517,179,2020-02-20
1396,USA/NY-PRL-2021_03_15_01P06/2021,2021-03-13,B.1,562909,7,2,6,True,True,True,True,True,3,24915,25517,179,2020-02-20
1397,USA/NY-PRL-2021_03_15_01G12/2021,2021-03-13,B.1,562808,1,2,6,True,True,True,True,True,3,24915,25517,179,2020-02-20
1398,USA/NY-PRL-2021_03_02_00H24/2021,2021-02-28,B.1,468467,2,2,11,True,True,True,True,True,8,23710,25517,6502,2020-03-10
1399,USA/NY-PRL-2021_03_15_01A06/2021,2021-03-13,B.1,562666,1,2,7,True,True,True,True,True,4,22993,25517,179,2020-02-20
1400,USA/NY-PRL-2021_03_15_01D08/2021,2021-03-13,B.1,562739,1,2,7,True,True,True,True,True,4,25160,25517,179,2020-02-20
1401,USA/NY-PRL-2021_03_01_00K24/2021,2021-02-27,B.1.526,464278,38,2,5,True,True,True,True,True,2,24915,25517,154345,2020-12-14
1402,USA/NY-PRL-2021_02_22_00N16/2021,2021-02-19,B.1,414286,3,2,4,True,True,True,True,True,1,22321,25517,1484,2020-03-08
1403,Sweden/1467392564/2021,2021-06-09,B.1.1.7,1313589,1,2,4,True,True,True,True,True,1,25514,25521,64513,2020-09-14
1404,Netherlands/NH-RIVM-15674/2021,2021-02-20,B.1.1,417677,1,2,10,True,True,True,True,True,7,24911,25521,179,2020-02-20
1405,Switzerland/ZH-ETHZ-470962/2021,2021-01-26,B.1.177,273830,2,2,8,True,True,True,True,True,5,25089,25552,24101,2020-07-12
1406,SouthAfrica/KRISP-K005336/2020,2020-11-15,B.1.1.412,97804,1,2,4,True,True,True,True,True,1,22676,25552,179,2020-02-20
1407,USA/OR-MAP000357/2021,2021-04-12,B.1.1.7,846585,1,2,9,True,True,True,True,True,6,25219,25553,43626,2020-08-29
1408,Slovenia/17-060805-CE/2021,2021-06-08,B.1.1.7,1307019,2,2,7,True,True,True,True,True,4,23710,25562,67434,2020-10-04
1409,England/RAND-154BE61/2021,2021-04-26,B.1.617.2,975382,49,2,4,True,True,True,True,True,1,21847,25562,591284,2021-02-27
1410,USA/MD-CDC-LC0038506/2021,2021-03-29,B.1.179,707972,2,2,11,True,True,True,True,False,8,23605,25563,179,2020-02-20
1411,USA/WA-UW-2021040558474/2021,2021-04-05,Q.3,777056,1,2,11,True,True,True,True,True,8,25550,25563,43626,2020-08-29
1412,USA/PA-CDC-LC0048602/2021,2021-04-15,B.1,881248,4,2,4,True,True,True,True,False,1,16501,25563,179,2020-02-20
1413,USA/NY-PRL-2021_03_11_00A24/2021,2021-03-09,B.1,532612,26,2,7,True,True,True,True,True,4,23710,25563,179,2020-02-20
1414,USA/NY-PRL-2021_03_12_00P08/2021,2021-03-11,B.1,549482,1,2,6,True,True,True,True,False,3,24915,25563,179,2020-02-20
